序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
4439,新屋,2018/08/28,01:08:00,"1,003.2",25.1,96,東北東,0.5,0,-
4440,新屋,2018/08/28,00:08:00,"1,004.6",24.6,96,東南東,0.9,0,-
4441,新屋,2018/08/27,23:08:00,"1,004",25.1,93,東南東,1.2,0,-
4442,新屋,2018/08/27,22:08:00,"1,004.1",25,94,東南,3.1,0,-
4443,新屋,2018/08/27,21:08:00,"1,003.8",25,93,東,1.5,1,-
4444,新屋,2018/08/27,20:08:00,"1,003.5",25,93,東南東,2.2,0,-
4445,新屋,2018/08/27,19:08:00,"1,002.7",24.9,91,東南東,1.4,2,0
4446,新屋,2018/08/27,18:08:00,"1,002.2",24.7,90,東北東,1.6,8,0
4447,新屋,2018/08/27,17:08:00,"1,002.2",24.7,88,南南西,3.4,11,0
4448,新屋,2018/08/27,16:08:00,"1,001.7",26.9,85,西南,3.5,2,0
4449,新屋,2018/08/27,15:08:00,"1,001.6",28.3,77,西北西,2,0,0
4450,新屋,2018/08/27,14:08:00,"1,001.4",31.6,72,西北,3.1,0,0.8
4451,新屋,2018/08/27,13:08:00,"1,001.6",30.8,75,北北西,1.9,0,0.1
4452,新屋,2018/08/27,12:08:00,"1,002",30.1,75,西,3.4,0,0.3
4453,新屋,2018/08/27,11:08:00,"1,002.1",30.5,73,西,2.2,0,0.5
4454,新屋,2018/08/27,10:08:00,"1,002",30.7,78,靜風,0.2,0,0
4455,新屋,2018/08/27,09:08:00,"1,001.8",28.3,86,靜風,0.2,0,0
4456,新屋,2018/08/27,08:08:00,"1,001.2",26.8,93,東南東,1.1,0,0
4457,新屋,2018/08/27,07:08:00,"1,000.8",25.8,96,東,1.6,0,0
4458,新屋,2018/08/27,06:08:00,"1,000.4",25.3,95,東,0.6,0,0
4459,新屋,2018/08/27,05:08:00,999.8,25,95,東,1.8,0,-
4460,新屋,2018/08/27,04:08:00,999.7,24.8,98,東,2,0,-
4461,新屋,2018/08/27,03:08:00,999.7,24.8,97,東北東,1.5,0,-
4462,新屋,2018/08/27,02:08:00,999.9,24.9,96,東北,2.1,0,-
4463,新屋,2018/08/27,01:08:00,"1,000.4",25,94,東,1.8,0,-
4464,新屋,2018/08/27,00:08:00,"1,003.9",25.1,96,東南,0.8,0,-
4465,新屋,2018/08/26,23:08:00,"1,000.5",25.2,93,東,1.4,2,-
4466,新屋,2018/08/26,22:08:00,"1,000.2",25.2,93,南,0.7,2,-
4467,新屋,2018/08/26,21:08:00,999.9,25.2,94,南南東,2,0,-
4468,新屋,2018/08/26,20:08:00,999.3,25.4,89,南南西,4.4,1,-
4469,新屋,2018/08/26,19:08:00,998.4,26.3,94,西南,2.2,0,0
4470,新屋,2018/08/26,18:08:00,997.7,26.4,91,西,1.1,0,0
4471,新屋,2018/08/26,17:08:00,997.5,26.3,87,南南東,1,6,0
4472,新屋,2018/08/26,16:08:00,997.1,27.6,86,北北西,1.3,0,0
4473,新屋,2018/08/26,15:08:00,997.1,28.4,81,西北,1.7,0,0
4474,新屋,2018/08/26,14:08:00,997.4,28.8,83,西北,2.2,0,0
4475,新屋,2018/08/26,13:08:00,997.6,28.5,87,西北西,3.2,0,0
4476,新屋,2018/08/26,12:08:00,998.1,27.6,91,西北,2.4,0,0
4477,新屋,2018/08/26,11:08:00,998.5,27.5,84,西北,1.8,1,0
4478,新屋,2018/08/26,10:08:00,998.5,28.6,84,西北,1.6,0,0.1
4479,新屋,2018/08/26,09:08:00,998.5,29.3,83,西,0.6,0,0.1
4480,新屋,2018/08/26,08:08:00,998.4,28.2,86,靜風,0.1,0,0.1
4481,新屋,2018/08/26,07:08:00,998,27.2,95,靜風,0,0,0
4482,新屋,2018/08/26,06:08:00,997.5,26.5,94,靜風,0,0,0
4483,新屋,2018/08/26,05:08:00,996.9,26,92,東,1.5,0,-
4484,新屋,2018/08/26,04:08:00,996.5,26.1,94,東南,0.6,0,-
4485,新屋,2018/08/26,03:08:00,996.5,26.1,95,南南西,0.4,0,-
4486,新屋,2018/08/26,02:08:00,996.5,25.9,94,靜風,0.1,0,-
4487,新屋,2018/08/26,01:08:00,996.3,25.7,94,南,1,0,-
4488,新屋,2018/08/26,00:08:00,"1,000.6",25.1,93,東,1.4,1,-
4489,新屋,2018/08/25,23:08:00,996.8,25.9,92,南南西,3.5,0,-
4490,新屋,2018/08/25,22:08:00,996.6,25.9,91,南,5.8,0,-
4491,新屋,2018/08/25,21:08:00,996.5,25.9,93,東南,2.3,0,-
4492,新屋,2018/08/25,20:08:00,996,26.5,90,東南,2.2,5,-
4493,新屋,2018/08/25,19:08:00,995.3,27.9,91,北北東,5.9,0,0
4494,新屋,2018/08/25,18:08:00,995.1,27.3,87,北,4.7,2,0
4495,新屋,2018/08/25,17:08:00,995.2,28.2,82,北北東,3.3,0,0
4496,新屋,2018/08/25,16:08:00,995.2,28.2,83,北,3.4,0,0
4497,新屋,2018/08/25,15:08:00,995.4,28,82,北北東,2.8,0,0
4498,新屋,2018/08/25,14:08:00,995.6,28.5,81,東北,3.5,0,0
4499,新屋,2018/08/25,13:08:00,995.8,29.6,79,東北,5,0,0
4500,新屋,2018/08/25,12:08:00,996.2,30.8,79,東北,4.5,0,0.2
4501,新屋,2018/08/25,11:08:00,996.7,30.1,79,北北東,3.7,0,0.3
4502,新屋,2018/08/25,10:08:00,996.8,30,78,北北東,2.1,0,0.4
4503,新屋,2018/08/25,09:08:00,996.8,30,79,西南,0.8,0,0.4
4504,新屋,2018/08/25,08:08:00,996.4,28.7,86,南南東,0.3,0,0.4
4505,新屋,2018/08/25,07:08:00,996.2,27.2,94,南,1.5,0,0.5
4506,新屋,2018/08/25,06:08:00,995.8,26,93,南南西,1.4,0,0
4507,新屋,2018/08/25,05:08:00,995.3,26.2,91,南,1.1,0,-
4508,新屋,2018/08/25,04:08:00,995,26,91,南,1.2,0,-
4509,新屋,2018/08/25,03:08:00,995.1,26.1,93,西南,1.5,0,-
4510,新屋,2018/08/25,02:08:00,995.3,26.4,93,南,1.2,0,-
4511,新屋,2018/08/25,01:08:00,995.7,26.4,94,西南,1.6,0,-
4512,新屋,2018/08/25,00:08:00,996.6,25.8,94,南,1.8,0,-
4513,新屋,2018/08/24,23:08:00,996.2,26.9,93,東南,0.4,0,-
4514,新屋,2018/08/24,22:08:00,996.6,26.9,93,南,0.7,0,-
4515,新屋,2018/08/24,21:08:00,996.2,26.4,90,東,2.4,0,-
4516,新屋,2018/08/24,20:08:00,995.8,25.9,90,東北東,2.6,0,-
4517,新屋,2018/08/24,19:08:00,995.3,26.9,85,東,1.9,0,0
4518,新屋,2018/08/24,18:08:00,994.7,27.7,85,東南東,1.3,0,0
4519,新屋,2018/08/24,17:08:00,994.1,28.6,84,南,0.9,0,0
4520,新屋,2018/08/24,16:08:00,993.8,29.7,83,西南,3.4,0,0.4
4521,新屋,2018/08/24,15:08:00,993.8,28.8,93,西南西,2.6,0,0.1
4522,新屋,2018/08/24,14:08:00,994.4,26.8,98,西南西,3.6,0,0
4523,新屋,2018/08/24,13:08:00,995.3,25.6,88,西南,2.9,4,0
4524,新屋,2018/08/24,12:08:00,995.3,26.7,94,西南,4.6,0,0
4525,新屋,2018/08/24,11:08:00,995.4,25.9,93,南南西,4.3,0,0
4526,新屋,2018/08/24,10:08:00,995.4,26.1,92,南南西,3,0,0
4527,新屋,2018/08/24,09:08:00,995.5,26.4,98,西南,3.3,0,0
4528,新屋,2018/08/24,08:08:00,995.2,25.9,95,西南,4.3,1,0
4529,新屋,2018/08/24,07:08:00,994.6,25.6,91,南南西,3.2,4,0
4530,新屋,2018/08/24,06:08:00,993.9,25.4,94,南南西,2.1,3,0
4531,新屋,2018/08/24,05:08:00,993.6,25.3,90,南南西,3.1,14,-
4532,新屋,2018/08/24,04:08:00,993.4,25.8,86,南,5.7,0,-
4533,新屋,2018/08/24,03:08:00,993.3,26.1,92,西,2.3,0,-
4534,新屋,2018/08/24,02:08:00,993.7,25.5,90,西北西,2,0,-
4535,新屋,2018/08/24,01:08:00,994.2,25,94,西北西,3.8,0,-
4536,新屋,2018/08/24,00:08:00,996,26.6,91,南南西,1.3,0,-
4537,新屋,2018/08/23,23:08:00,994.9,25,89,西北西,1.2,4,-
4538,新屋,2018/08/23,22:08:00,994.9,25.1,83,南南西,3.8,4,-
4539,新屋,2018/08/23,21:08:00,994.3,27.6,82,西南,3.5,0,-
4540,新屋,2018/08/23,20:08:00,993.2,29.4,75,東北,4.7,0,-
4541,新屋,2018/08/23,19:08:00,992.2,29.4,75,東北,5.1,0,0
4542,新屋,2018/08/23,18:08:00,991.5,29.6,79,東北,6.1,0,0.3
4543,新屋,2018/08/23,17:08:00,991,30.5,80,東北,7.2,0,0.8
4544,新屋,2018/08/23,16:08:00,990.8,31,77,東北,9.3,0,0.7
4545,新屋,2018/08/23,15:08:00,990.6,33.3,66,東北東,8.7,0,0.6
4546,新屋,2018/08/23,14:08:00,990.7,32.4,74,東北,9.5,0,0.8
4547,新屋,2018/08/23,13:08:00,991.3,31.9,78,東北,8.2,0,0.4
4548,新屋,2018/08/23,12:08:00,991.6,30.7,77,東北,9.8,0,0.3
4549,新屋,2018/08/23,11:08:00,992.1,32.3,67,東北東,8,0,0.6
4550,新屋,2018/08/23,10:08:00,993.1,31.9,69,東北東,7.2,0,0.3
4551,新屋,2018/08/23,09:08:00,993.2,32.1,68,東北東,4.6,0,0.6
4552,新屋,2018/08/23,08:08:00,993.5,30.7,72,東北東,4.3,0,1
4553,新屋,2018/08/23,07:08:00,993.6,29.4,77,東北東,3.2,0,0.6
4554,新屋,2018/08/23,06:08:00,993.6,27.6,85,東北東,0.9,0,0
4555,新屋,2018/08/23,05:08:00,993.3,27.5,87,靜風,0.1,0,-
4556,新屋,2018/08/23,04:08:00,993.4,27.5,86,東南東,0.4,0,-
4557,新屋,2018/08/23,03:08:00,993.6,27.6,85,東,1.4,0,-
4558,新屋,2018/08/23,02:08:00,993.8,27.6,84,東南東,1.6,0,-
4559,新屋,2018/08/23,01:08:00,994.3,27.1,85,東,1,0,-
4560,新屋,2018/08/23,00:08:00,994.7,24.9,90,西北,3.4,2,-
4561,新屋,2018/08/22,23:08:00,995.2,27.6,80,東北東,1.3,0,-
4562,新屋,2018/08/22,22:08:00,995.6,27.7,78,東北,1.4,0,-
4563,新屋,2018/08/22,21:08:00,995.8,28.7,74,東南,1.1,0,-
4564,新屋,2018/08/22,20:08:00,994.8,29.2,75,東北東,2.9,0,-
4565,新屋,2018/08/22,19:08:00,994.2,29.3,84,東北,1.6,0,0
4566,新屋,2018/08/22,18:08:00,993.9,29.7,81,東北,7.1,0,0.3
4567,新屋,2018/08/22,17:08:00,993.8,30.1,79,東北,6.3,0,0.4
4568,新屋,2018/08/22,16:08:00,994.2,30.4,79,東北,6.1,0,0.2
4569,新屋,2018/08/22,15:08:00,994.3,30.2,79,東北,7,0,0.3
4570,新屋,2018/08/22,14:08:00,994.7,31.2,78,東北,6.6,0,0.2
4571,新屋,2018/08/22,13:08:00,995.8,31.2,78,東北,5.3,0,0.6
4572,新屋,2018/08/22,12:08:00,997,30.8,79,北北東,3.6,0,0.1
4573,新屋,2018/08/22,11:08:00,997.5,31,80,西北,2.5,0,0.8
4574,新屋,2018/08/22,10:08:00,997.6,30.6,82,北北西,2.1,0,0.4
4575,新屋,2018/08/22,09:08:00,997.5,29.6,83,西北,2.2,0,0.6
4576,新屋,2018/08/22,08:08:00,997.4,29.8,86,西南,0.4,0,0.9
4577,新屋,2018/08/22,07:08:00,997.4,27.8,95,南,1,0,0.9
4578,新屋,2018/08/22,06:08:00,996.8,26,94,南,2.1,0,0
4579,新屋,2018/08/22,05:08:00,996.9,26,93,南南西,2.3,0,-
4580,新屋,2018/08/22,04:08:00,996.7,25.5,93,西,2.8,3,-
4581,新屋,2018/08/22,03:08:00,996.7,26.9,89,西南,3.5,0,-
4582,新屋,2018/08/22,02:08:00,997,27.1,86,北,2.2,21,-
4583,新屋,2018/08/22,01:08:00,997,27.9,83,南南東,1.7,0,-
4584,新屋,2018/08/22,00:08:00,994.8,27,83,東北,0.3,0,-
4585,新屋,2018/08/21,23:08:00,997.9,28.8,83,靜風,0,0,-
4586,新屋,2018/08/21,22:08:00,998.4,28.7,83,靜風,0,0,-
4587,新屋,2018/08/21,21:08:00,998.4,28.8,81,東北,1.2,0,-
4588,新屋,2018/08/21,20:08:00,998.1,29,80,東北,2.1,0,-
4589,新屋,2018/08/21,19:08:00,997.1,28.9,79,東北,2.7,0,0
4590,新屋,2018/08/21,18:08:00,996.7,29.7,75,東北,4.3,0,0.4
4591,新屋,2018/08/21,17:08:00,996.6,30.2,76,東北,4.3,0,0.2
4592,新屋,2018/08/21,16:08:00,996.6,30.1,73,東北,3.6,0,0.4
4593,新屋,2018/08/21,15:08:00,996.9,31.5,73,北北東,3.5,0,0.9
4594,新屋,2018/08/21,14:08:00,997,31.9,75,北北西,4.2,0,1
4595,新屋,2018/08/21,13:08:00,997.6,31.8,74,北北西,3.5,0,0.5
4596,新屋,2018/08/21,12:08:00,998.1,31.6,75,北北西,3.8,0,0.9
4597,新屋,2018/08/21,11:08:00,998.8,31.8,74,北北西,3.6,0,1
4598,新屋,2018/08/21,10:08:00,999.1,31.5,74,西北,2.6,0,0.7
4599,新屋,2018/08/21,09:08:00,999.4,31.5,75,西南,1.6,0,0.8
4600,新屋,2018/08/21,08:08:00,999.2,28.8,84,靜風,0.1,0,0
4601,新屋,2018/08/21,07:08:00,999.1,27.4,85,南,2.3,0,0
4602,新屋,2018/08/21,06:08:00,998.9,26.8,87,南,2,0,0
4603,新屋,2018/08/21,05:08:00,998.9,26.8,86,南南西,2.1,0,-
4604,新屋,2018/08/21,04:08:00,998.6,27.1,85,西南,2.2,0,-
4605,新屋,2018/08/21,03:08:00,998.5,27.5,86,西南,1.9,0,-
4606,新屋,2018/08/21,02:08:00,998.9,27.9,82,西南,2,0,-
4607,新屋,2018/08/21,01:08:00,999.4,28.6,81,西南西,2.4,0,-
4608,新屋,2018/08/21,00:08:00,997.7,28.3,85,西南,3.1,0,-
4609,新屋,2018/08/20,23:08:00,"1,000.3",28.2,83,南南西,1.6,0,-
4610,新屋,2018/08/20,22:08:00,999.8,28,83,靜風,0.2,0,-
4611,新屋,2018/08/20,21:08:00,999.9,28.2,82,東北東,1.1,0,-
4612,新屋,2018/08/20,20:08:00,999.8,28.6,80,東北,0.5,0,-
4613,新屋,2018/08/20,19:08:00,999.6,29.1,74,東北,0.7,0,0.2
4614,新屋,2018/08/20,18:08:00,999.4,30.2,71,北北東,2.2,0,1
4615,新屋,2018/08/20,17:08:00,999.5,31.4,68,北北東,2.5,0,1
4616,新屋,2018/08/20,16:08:00,999.5,32.1,68,北北西,2.2,0,1
4617,新屋,2018/08/20,15:08:00,999.6,32,67,北北西,2.6,0,1
4618,新屋,2018/08/20,14:08:00,999.9,32.1,69,北北西,3.2,0,1
4619,新屋,2018/08/20,13:08:00,"1,000.8",32.1,71,西北西,3.8,0,1
4620,新屋,2018/08/20,12:08:00,"1,001.2",32.2,66,西北,3.5,0,1
4621,新屋,2018/08/20,11:08:00,"1,001.7",31.9,67,西北西,3.1,0,1
4622,新屋,2018/08/20,10:08:00,"1,002.1",31.7,70,西,2.7,0,0.9
4623,新屋,2018/08/20,09:08:00,"1,002.2",30.5,76,西南西,1.8,0,1
4624,新屋,2018/08/20,08:08:00,"1,002.1",30.1,79,西南,0.7,0,1
4625,新屋,2018/08/20,07:08:00,"1,002.2",27.8,91,東南,1.1,0,1
4626,新屋,2018/08/20,06:08:00,"1,001.7",25.4,93,東南,0.7,0,0.2
4627,新屋,2018/08/20,05:08:00,"1,001.1",25.3,91,東南東,1,0,-
4628,新屋,2018/08/20,04:08:00,"1,000.9",25.4,91,東南,1.9,0,-
4629,新屋,2018/08/20,03:08:00,"1,000.8",25.7,91,東南,1.8,0,-
4630,新屋,2018/08/20,02:08:00,"1,001.3",26,92,東,0.9,0,-
4631,新屋,2018/08/20,01:08:00,"1,001.8",25.8,93,東,0.6,0,-
4632,新屋,2018/08/20,00:08:00,999.7,28.6,82,西南西,2,0,-
4633,新屋,2018/08/19,23:08:00,"1,003",25.4,94,西南,2.5,0,-
4634,新屋,2018/08/19,22:08:00,"1,002.9",25.2,90,南南西,2.8,1,-
4635,新屋,2018/08/19,21:08:00,"1,002.9",25.3,89,西南,6.2,4,-
4636,新屋,2018/08/19,20:08:00,"1,002.8",26,85,南,2.8,4,-
4637,新屋,2018/08/19,19:08:00,"1,001.9",27.4,83,南,3.1,0,0
4638,新屋,2018/08/19,18:08:00,"1,001.1",28.1,83,南,1.8,0,0
4639,新屋,2018/08/19,17:08:00,"1,000.6",28.4,82,南,2.9,0,0
4640,新屋,2018/08/19,16:08:00,"1,000.7",29.7,78,西北西,0.8,0,0
4641,新屋,2018/08/19,15:08:00,"1,000.8",30.8,74,西,1.9,0,0
4642,新屋,2018/08/19,14:08:00,"1,000.7",30.8,75,西北西,2.9,0,0.4
4643,新屋,2018/08/19,13:08:00,"1,000.9",30.6,76,西北西,4.3,0,0.7
4644,新屋,2018/08/19,12:08:00,"1,001.4",31.3,74,西北西,4.5,0,1
4645,新屋,2018/08/19,11:08:00,"1,001.9",31.8,72,西,4.3,0,1
4646,新屋,2018/08/19,10:08:00,"1,002.2",31.1,74,西,3.9,0,1
4647,新屋,2018/08/19,09:08:00,"1,002",30.6,76,西南西,3.2,0,0.9
4648,新屋,2018/08/19,08:08:00,"1,001.9",29.7,80,西南,2.6,0,1
4649,新屋,2018/08/19,07:08:00,"1,001.6",28,84,南南西,2.7,0,0.9
4650,新屋,2018/08/19,06:08:00,"1,001.2",26,89,南,2.2,0,0
4651,新屋,2018/08/19,05:08:00,"1,000.8",25.9,89,南南東,1.4,0,-
4652,新屋,2018/08/19,04:08:00,"1,000.5",26.5,87,南南西,2.1,0,-
4653,新屋,2018/08/19,03:08:00,"1,000.3",26.8,86,南南西,2.9,0,-
4654,新屋,2018/08/19,02:08:00,"1,000.3",27.5,84,西南,4.1,0,-
4655,新屋,2018/08/19,01:08:00,"1,000.6",27.6,87,西南西,4.5,0,-
4656,新屋,2018/08/19,00:08:00,"1,002.5",25.8,94,南,1.8,0,-
4657,新屋,2018/08/18,23:08:00,"1,001",26.8,90,西南,2.5,0,-
4658,新屋,2018/08/18,22:08:00,"1,001.1",26.6,93,西南,2.6,0,-
4659,新屋,2018/08/18,21:08:00,"1,001.1",26.3,94,南南西,2.3,0,-
4660,新屋,2018/08/18,20:08:00,"1,000.7",26.5,89,南南西,1.3,4,-
4661,新屋,2018/08/18,19:08:00,"1,000",26.8,90,東北東,1.3,1,0
4662,新屋,2018/08/18,18:08:00,999.2,26.3,84,南南西,3.9,16,0
4663,新屋,2018/08/18,17:08:00,999.1,29.1,81,西,1.5,1,0
4664,新屋,2018/08/18,16:08:00,999,29.3,78,西北,1.4,0,0.1
4665,新屋,2018/08/18,15:08:00,998.9,30.6,76,北北西,2.1,0,0
4666,新屋,2018/08/18,14:08:00,999.6,29.9,77,北,2.6,0,0
4667,新屋,2018/08/18,13:08:00,999.7,31.1,74,西北,2.9,0,0.4
4668,新屋,2018/08/18,12:08:00,"1,000.1",32.6,71,西北西,4,0,1
4669,新屋,2018/08/18,11:08:00,"1,000.3",32.5,70,西北西,3.2,0,1
4670,新屋,2018/08/18,10:08:00,"1,000.8",31.8,69,西,4.2,0,1
4671,新屋,2018/08/18,09:08:00,"1,000.7",31,72,西南西,4.1,0,0.8
4672,新屋,2018/08/18,08:08:00,"1,000.4",30.4,76,西南,1.5,0,0.6
4673,新屋,2018/08/18,07:08:00,"1,000.3",28.5,86,東南,1.5,0,0
4674,新屋,2018/08/18,06:08:00,999.6,27,89,東,1,0,0
4675,新屋,2018/08/18,05:08:00,999,26.7,88,東南東,0.6,0,-
4676,新屋,2018/08/18,04:08:00,999.2,26.7,87,南南東,0.8,0,-
4677,新屋,2018/08/18,03:08:00,999.1,26.5,87,東南東,1.8,0,-
4678,新屋,2018/08/18,02:08:00,999.2,26.8,86,南南東,1.2,0,-
4679,新屋,2018/08/18,01:08:00,999.3,26.7,88,南,0.8,0,-
4680,新屋,2018/08/18,00:08:00,"1,000.9",27.1,88,西南,2.6,0,-
4681,新屋,2018/08/17,23:08:00,999.5,26.8,88,南,0.5,0,-
4682,新屋,2018/08/17,22:08:00,999.5,26.6,87,南南東,1.4,0,-
4683,新屋,2018/08/17,21:08:00,998.8,26.3,86,南南東,1.5,0,-
4684,新屋,2018/08/17,20:08:00,998.8,26.1,81,東南,4.4,0,-
4685,新屋,2018/08/17,19:08:00,998.3,29.3,77,南,2.9,0,0
4686,新屋,2018/08/17,18:08:00,997.4,29.6,77,西南,5.6,0,0
4687,新屋,2018/08/17,17:08:00,996.3,29.8,77,西南,6.6,0,0
4688,新屋,2018/08/17,16:08:00,995.9,31.1,74,西南西,6.7,0,0.9
4689,新屋,2018/08/17,15:08:00,995.3,31.9,73,西南西,7.5,0,0.9
4690,新屋,2018/08/17,14:08:00,995.5,31.2,73,西南西,8.7,0,1
4691,新屋,2018/08/17,13:08:00,996,32.1,70,西南西,8.3,0,1
4692,新屋,2018/08/17,12:08:00,996.7,32,70,西南西,9.6,0,1
4693,新屋,2018/08/17,11:08:00,996.9,32,69,西南西,8.9,0,1
4694,新屋,2018/08/17,10:08:00,996.9,31.6,69,西南西,9.2,0,1
4695,新屋,2018/08/17,09:08:00,996.5,31.1,72,西南西,8.6,0,1
4696,新屋,2018/08/17,08:08:00,996.6,30.5,72,西南,9.5,0,0.5
4697,新屋,2018/08/17,07:08:00,996.5,29.4,74,西南,9.2,0,0.8
4698,新屋,2018/08/17,06:08:00,996.4,28.7,74,西南,9.4,0,0.1
4699,新屋,2018/08/17,05:08:00,996.3,28.7,75,西南,9.1,0,-
4700,新屋,2018/08/17,04:08:00,996.3,28.5,78,西南,9.5,0,-
4701,新屋,2018/08/17,03:08:00,996.5,28.7,78,西南,9.7,0,-
4702,新屋,2018/08/17,02:08:00,996.6,28.8,77,西南,9.6,0,-
4703,新屋,2018/08/17,01:08:00,996.5,29,76,西南,9.1,0,-
4704,新屋,2018/08/17,00:08:00,999.7,26.8,89,靜風,0.1,0,-
4705,新屋,2018/08/16,23:08:00,997.6,28.6,81,西南,7.8,0,-
4706,新屋,2018/08/16,22:08:00,998,28.9,80,西南,7.6,0,-
4707,新屋,2018/08/16,21:08:00,998.4,29,81,西南,7.3,0,-
4708,新屋,2018/08/16,20:08:00,998,28.9,83,西南西,7.3,0,-
4709,新屋,2018/08/16,19:08:00,997.2,29,82,西南,5.9,0,0.2
4710,新屋,2018/08/16,18:08:00,996.9,29.7,78,西南西,6.1,0,0.8
4711,新屋,2018/08/16,17:08:00,996.6,30.2,74,西南西,6.2,0,1
4712,新屋,2018/08/16,16:08:00,996.6,30.9,73,西南西,6.9,0,1
4713,新屋,2018/08/16,15:08:00,996.7,30.7,76,西南,8.8,0,1
4714,新屋,2018/08/16,14:08:00,996.7,30.9,79,西南,8.7,0,0.5
4715,新屋,2018/08/16,13:08:00,997.6,30.1,81,西南,8.1,0,0.8
4716,新屋,2018/08/16,12:08:00,998.5,29.5,81,西南西,7.7,0,0
4717,新屋,2018/08/16,11:08:00,999.3,28.9,86,西南西,6.5,0,0.2
4718,新屋,2018/08/16,10:08:00,999.6,27.1,92,西南西,5.9,2,0
4719,新屋,2018/08/16,09:08:00,999.8,27,82,西,7,1,0
4720,新屋,2018/08/16,08:08:00,999.4,29,76,西南西,6.8,0,0
4721,新屋,2018/08/16,07:08:00,998.9,28.8,76,西南西,5.9,0,0.4
4722,新屋,2018/08/16,06:08:00,998.3,28.2,78,西南,7,0,0
4723,新屋,2018/08/16,05:08:00,998.3,28.4,80,西南西,5.9,0,-
4724,新屋,2018/08/16,04:08:00,998.4,28.4,79,西南西,7.3,0,-
4725,新屋,2018/08/16,03:08:00,998.3,28.5,79,西南西,6.7,0,-
4726,新屋,2018/08/16,02:08:00,998.3,28.6,79,西南西,6.2,0,-
4727,新屋,2018/08/16,01:08:00,999.1,28.7,80,西南西,6.1,0,-
4728,新屋,2018/08/16,00:08:00,996.9,28.9,79,西南西,7.2,0,-
4729,新屋,2018/08/15,23:08:00,999.7,28.8,78,西南西,6.6,0,-
4730,新屋,2018/08/15,22:08:00,999.6,28.8,77,西南西,5.9,0,-
4731,新屋,2018/08/15,21:08:00,999.2,28.5,81,西南西,6,0,-
4732,新屋,2018/08/15,20:08:00,998.9,28.4,80,西南西,6.2,0,-
4733,新屋,2018/08/15,19:08:00,999,28.9,78,西南西,6.1,0,0
4734,新屋,2018/08/15,18:08:00,999.1,28.6,79,西南西,6.1,0,0
4735,新屋,2018/08/15,17:08:00,998.8,29.6,77,西,6.7,0,0
4736,新屋,2018/08/15,16:08:00,998.5,30.2,76,西,7.1,0,0.3
4737,新屋,2018/08/15,15:08:00,998.2,30,75,西南西,8.1,0,0.4
4738,新屋,2018/08/15,14:08:00,998.6,30.9,77,西南西,8.4,0,0.8
4739,新屋,2018/08/15,13:08:00,998.8,30.6,77,西,8.3,0,0.6
4740,新屋,2018/08/15,12:08:00,999.4,30.9,77,西南西,7.6,0,0.9
4741,新屋,2018/08/15,11:08:00,999.5,30.8,78,西南西,7.7,0,0.4
4742,新屋,2018/08/15,10:08:00,999.6,30,79,西南西,8.6,0,0.6
4743,新屋,2018/08/15,09:08:00,999.6,30.3,81,西南西,6.3,0,0.8
4744,新屋,2018/08/15,08:08:00,998.9,29.2,83,西南西,4,0,0.9
4745,新屋,2018/08/15,07:08:00,998.6,27.6,87,南南西,2.3,0,0.2
4746,新屋,2018/08/15,06:08:00,998.5,26.4,87,南南西,2,0,0
4747,新屋,2018/08/15,05:08:00,998,26.7,87,南南西,2.4,0,-
4748,新屋,2018/08/15,04:08:00,997.8,27.7,84,西南,6.8,0,-
4749,新屋,2018/08/15,03:08:00,997.7,26.8,88,西南,3.6,0,-
4750,新屋,2018/08/15,02:08:00,997.7,26.1,90,南南西,3.6,0,-
4751,新屋,2018/08/15,01:08:00,997.5,25.9,91,南南西,3.1,0,-
4752,新屋,2018/08/15,00:08:00,999.5,28.8,79,西南西,5.8,0,-
4753,新屋,2018/08/14,23:08:00,998.2,25.9,95,南,2,0,-
4754,新屋,2018/08/14,22:08:00,998.2,25.7,94,南南西,1.9,0,-
4755,新屋,2018/08/14,21:08:00,998.2,25.3,93,西南,2.7,0,-
4756,新屋,2018/08/14,20:08:00,997.6,25,90,西南,5.3,3,-
4757,新屋,2018/08/14,19:08:00,997.2,25.1,89,南南西,4.7,1,0
4758,新屋,2018/08/14,18:08:00,996.8,26.5,90,南南西,3.5,0,0
4759,新屋,2018/08/14,17:08:00,996.4,25.8,87,南,1.8,13,0
4760,新屋,2018/08/14,16:08:00,996.5,26,87,西南西,2.4,9,0
4761,新屋,2018/08/14,15:08:00,996.8,28.3,77,北,4.7,0,0
4762,新屋,2018/08/14,14:08:00,997.1,30.5,77,北北西,3,0,0.1
4763,新屋,2018/08/14,13:08:00,997.5,32.9,68,北北西,4.1,0,0.4
4764,新屋,2018/08/14,12:08:00,997.6,32.2,67,西北,3.1,0,0.4
4765,新屋,2018/08/14,11:08:00,998.3,32.3,67,北北西,3.3,0,0.6
4766,新屋,2018/08/14,10:08:00,998.1,31.7,73,北北西,1.1,0,0.4
4767,新屋,2018/08/14,09:08:00,998.2,30.1,74,靜風,0.1,0,0
4768,新屋,2018/08/14,08:08:00,998.2,29.2,76,西北西,0.5,0,0
4769,新屋,2018/08/14,07:08:00,997.8,28.2,77,南南西,1.9,0,0
4770,新屋,2018/08/14,06:08:00,997.7,27.9,78,西南,1.9,0,0
