序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
4321,高雄,2018/09/01,23:09:00,"1,010.2",27.9,76,靜風,0.2,0,-
4322,高雄,2018/09/01,22:09:00,"1,010.5",27.9,74,東北東,1.2,0,-
4323,高雄,2018/09/01,21:09:00,"1,010.5",28.1,74,東北,0.7,0,-
4324,高雄,2018/09/01,20:09:00,"1,009.8",28.8,71,東北東,0.5,0,-
4325,高雄,2018/09/01,19:09:00,"1,009.2",29.1,75,西北,2,0,0
4326,高雄,2018/09/01,18:09:00,"1,008.7",29.6,73,西北,1.9,0,1
4327,高雄,2018/09/01,17:09:00,"1,008.1",30.8,72,西北,3.2,0,1
4328,高雄,2018/09/01,16:09:00,"1,008.2",30.5,72,西北,3,0,0.6
4329,高雄,2018/09/01,15:09:00,"1,008.5",32.1,67,西北,3.2,0,1
4330,高雄,2018/09/01,14:09:00,"1,009.2",31.6,69,西北西,3.6,0,1
4331,高雄,2018/09/01,13:09:00,"1,010",31.8,70,西北西,3.5,0,0.8
4332,高雄,2018/09/01,12:09:00,"1,010.4",31,68,西北西,3,0,0.6
4333,高雄,2018/09/01,11:09:00,"1,011",31,69,西,3,0,0.9
4334,高雄,2018/09/01,10:09:00,"1,011.5",30.9,68,西,2,0,0.6
4335,高雄,2018/09/01,09:09:00,"1,011.4",30.6,72,靜風,0.2,0,0.3
4336,高雄,2018/09/01,08:09:00,"1,011.1",29.2,77,東北,0.7,0,0.3
4337,高雄,2018/09/01,07:09:00,"1,010.9",27.1,79,東,0.4,0,0
4338,高雄,2018/09/01,06:09:00,"1,010.5",26.4,81,北北東,0.9,0,0
4339,高雄,2018/09/01,05:09:00,"1,010.4",26.3,81,東北,1.2,0,-
4340,高雄,2018/09/01,04:09:00,"1,010.5",26.3,81,東北東,1.5,0,-
4341,高雄,2018/09/01,03:09:00,"1,010.8",26.6,81,東北東,1.2,0,-
4342,高雄,2018/09/01,02:09:00,"1,011.1",26.8,81,東北,1.3,0,-
4343,高雄,2018/09/01,01:09:00,"1,011.6",27,82,東北東,1.1,0,-
4344,高雄,2018/09/01,00:09:00,"1,009.8",28,79,靜風,0.2,0,-
4345,高雄,2018/08/31,23:08:00,"1,012.5",27.8,79,靜風,0.2,0,-
4346,高雄,2018/08/31,22:08:00,"1,012.4",28.1,79,南,0.5,0,-
4347,高雄,2018/08/31,21:08:00,"1,012.1",27.9,79,靜風,0.2,0,-
4348,高雄,2018/08/31,20:08:00,"1,011.7",28.2,78,南,1.1,0,-
4349,高雄,2018/08/31,19:08:00,"1,011.5",28.3,78,南,1.4,0,0
4350,高雄,2018/08/31,18:08:00,"1,011.2",28.4,77,南,1.5,0,0
4351,高雄,2018/08/31,17:08:00,"1,010.8",29.1,76,南,2.4,0,0
4352,高雄,2018/08/31,16:08:00,"1,010.8",29.6,77,南,2.7,0,0
4353,高雄,2018/08/31,15:08:00,"1,010.8",29.7,76,南南西,2.3,0,0
4354,高雄,2018/08/31,14:08:00,"1,011.1",29.7,77,南南西,3,0,0
4355,高雄,2018/08/31,13:08:00,"1,011.8",29.9,75,南,2.8,0,0.7
4356,高雄,2018/08/31,12:08:00,"1,012.2",30.2,73,南,2.1,0,1
4357,高雄,2018/08/31,11:08:00,"1,012.6",30.6,70,南,2.7,0,0.9
4358,高雄,2018/08/31,10:08:00,"1,012.9",30.1,69,南,2.6,0,0.9
4359,高雄,2018/08/31,09:08:00,"1,012.7",30,70,北,0.3,0,0.8
4360,高雄,2018/08/31,08:08:00,"1,012.2",26.6,74,東北,1.4,0,0
4361,高雄,2018/08/31,07:08:00,"1,011.7",25.3,76,東北東,1.8,0,0
4362,高雄,2018/08/31,06:08:00,"1,011.5",25,77,東北,1.3,0,0
4363,高雄,2018/08/31,05:08:00,"1,011.1",24.9,78,東北東,1.7,0,-
4364,高雄,2018/08/31,04:08:00,"1,011.1",24.9,78,東北,1.2,0,-
4365,高雄,2018/08/31,03:08:00,"1,011.1",25.1,80,東北,1,0,-
4366,高雄,2018/08/31,02:08:00,"1,011.5",25.2,81,北北東,1.1,0,-
4367,高雄,2018/08/31,01:08:00,"1,011.8",26.6,81,東南東,1.1,0,-
4368,高雄,2018/08/31,00:08:00,"1,012.4",27.2,80,東北,0.4,0,-
4369,高雄,2018/08/30,23:08:00,"1,012.1",27.5,78,南南東,2,0,-
4370,高雄,2018/08/30,22:08:00,"1,011.8",27.7,78,南南東,3.2,0,-
4371,高雄,2018/08/30,21:08:00,"1,011.7",27.7,77,南南東,2.9,0,-
4372,高雄,2018/08/30,20:08:00,"1,011.3",27.5,80,南南東,2.9,0,-
4373,高雄,2018/08/30,19:08:00,"1,010.6",27.5,81,南南東,3.1,0,0
4374,高雄,2018/08/30,18:08:00,"1,010.1",25.6,83,東北東,1.1,0,0
4375,高雄,2018/08/30,17:08:00,"1,009.5",25.5,82,東北東,1.4,0,0
4376,高雄,2018/08/30,16:08:00,"1,009.6",25.1,81,東北,1.3,2,0
4377,高雄,2018/08/30,15:08:00,"1,010.1",25.4,82,東北,2.3,2,0
4378,高雄,2018/08/30,14:08:00,"1,010.5",25.7,83,東北東,1.6,2,0
4379,高雄,2018/08/30,13:08:00,"1,010.6",26.2,81,東北東,0.7,2,0
4380,高雄,2018/08/30,12:08:00,"1,010.6",26.5,81,東北東,0.3,2,0
4381,高雄,2018/08/30,11:08:00,"1,011",27.1,78,南南東,1.6,1,0
4382,高雄,2018/08/30,10:08:00,"1,010.8",27.6,77,南南東,2.7,0,0
4383,高雄,2018/08/30,09:08:00,"1,010.5",27.2,77,南南東,3.1,1,0
4384,高雄,2018/08/30,08:08:00,"1,010",26.6,77,南南東,3.9,1,0
4385,高雄,2018/08/30,07:08:00,"1,009.8",26.4,75,南南東,3.9,1,0
4386,高雄,2018/08/30,06:08:00,"1,009.1",26.3,74,南南東,3.3,1,0
4387,高雄,2018/08/30,05:08:00,"1,008.1",26,79,南南東,4.2,1,-
4388,高雄,2018/08/30,04:08:00,"1,008.5",25.2,82,南南東,4.7,0,-
4389,高雄,2018/08/30,03:08:00,"1,008.8",25.3,81,南南東,3.8,0,-
4390,高雄,2018/08/30,02:08:00,"1,009.2",25.3,81,南南東,3,2,-
4391,高雄,2018/08/30,01:08:00,"1,009.9",25.4,81,南南東,4.7,1,-
4392,高雄,2018/08/30,00:08:00,"1,012.2",27.5,78,南南東,2,0,-
4393,高雄,2018/08/29,23:08:00,"1,010",25.2,81,南南東,3.8,14,-
4394,高雄,2018/08/29,22:08:00,"1,010",26.4,79,南南東,3.7,2,-
4395,高雄,2018/08/29,21:08:00,"1,009.4",26.5,79,南南東,2.9,0,-
4396,高雄,2018/08/29,20:08:00,"1,008.6",26.3,82,南南東,3.3,0,-
4397,高雄,2018/08/29,19:08:00,"1,008.2",26.2,82,南南東,3.5,1,0
4398,高雄,2018/08/29,18:08:00,"1,007.8",25.6,83,南南東,3.2,0,0
4399,高雄,2018/08/29,17:08:00,"1,007.6",25.6,84,南南東,4.2,2,0
4400,高雄,2018/08/29,16:08:00,"1,007.6",25.4,82,南南東,4.1,3,0
4401,高雄,2018/08/29,15:08:00,"1,007.7",25.5,83,南南東,4.2,2,0
4402,高雄,2018/08/29,14:08:00,"1,007.9",25.6,83,南南東,4.2,3,0
4403,高雄,2018/08/29,13:08:00,"1,008.3",25.8,98,南南東,3.5,1,0
4404,高雄,2018/08/29,12:08:00,"1,008.3",25.8,98,南南東,4.6,2,0
4405,高雄,2018/08/29,11:08:00,"1,008.7",25.2,96,南南東,4.7,8,0
4406,高雄,2018/08/29,10:08:00,"1,009",24.9,96,南南東,3.2,19,0
4407,高雄,2018/08/29,09:08:00,"1,008.6",24.9,96,南南東,3.4,5,0
4408,高雄,2018/08/29,08:08:00,"1,008.1",24.7,94,南,2,52,0
4409,高雄,2018/08/29,07:08:00,"1,006.9",24.6,89,南南西,1.4,32,0
4410,高雄,2018/08/29,06:08:00,"1,007.4",24.6,89,南南東,4.8,20,0
4411,高雄,2018/08/29,05:08:00,"1,007.1",24.7,88,東南,0.8,28,-
4412,高雄,2018/08/29,04:08:00,"1,006.2",24.7,87,東北,1.8,5,-
4413,高雄,2018/08/29,03:08:00,"1,006.8",25.2,85,東南,1.2,10,-
4414,高雄,2018/08/29,02:08:00,"1,007.5",25.5,82,南南東,3.5,3,-
4415,高雄,2018/08/29,01:08:00,"1,007.4",25.4,82,東北東,1,2,-
4416,高雄,2018/08/29,00:08:00,"1,009.8",25.4,81,南南東,2.5,2,-
4417,高雄,2018/08/28,23:08:00,"1,008.3",25.7,86,南南東,1.5,0,-
4418,高雄,2018/08/28,22:08:00,"1,008.6",25.9,84,南南東,0.9,0,-
4419,高雄,2018/08/28,21:08:00,"1,008.9",25.6,84,南南東,2.5,1,-
4420,高雄,2018/08/28,20:08:00,"1,008.6",25.3,85,南南東,3.4,1,-
4421,高雄,2018/08/28,19:08:00,"1,008.2",25,84,南南東,3.3,4,0
4422,高雄,2018/08/28,18:08:00,"1,007.9",25.1,88,南南東,5.3,3,0
4423,高雄,2018/08/28,17:08:00,"1,007.3",25.7,88,南南東,6,12,0
4424,高雄,2018/08/28,16:08:00,"1,007.1",25.3,91,南南東,6.1,19,0
4425,高雄,2018/08/28,15:08:00,"1,007.1",25.4,90,南南東,4.5,5,0
4426,高雄,2018/08/28,14:08:00,"1,007.6",25.2,92,南南東,3,6,0
4427,高雄,2018/08/28,13:08:00,"1,008.1",24.7,92,南,3.7,19,0
4428,高雄,2018/08/28,12:08:00,"1,008.6",24.6,91,南南東,3.2,11,0
4429,高雄,2018/08/28,11:08:00,"1,008.6",24.6,92,南南東,1.7,5,0
4430,高雄,2018/08/28,10:08:00,"1,008.7",25,93,南,4.7,18,0
4431,高雄,2018/08/28,09:08:00,"1,007.7",24.6,91,東,2.8,5,0
4432,高雄,2018/08/28,08:08:00,"1,008",24.9,91,南南東,2.7,13,0
4433,高雄,2018/08/28,07:08:00,"1,007.6",25.4,91,南南東,3.5,14,0
4434,高雄,2018/08/28,06:08:00,"1,006.8",24.2,86,南,3.8,77,0
4435,高雄,2018/08/28,05:08:00,"1,006.3",24.4,87,北北東,2.5,28,-
4436,高雄,2018/08/28,04:08:00,"1,005.9",24.9,87,東,2.4,10,-
4437,高雄,2018/08/28,03:08:00,"1,006.4",25.1,87,西南,1.8,19,-
4438,高雄,2018/08/28,02:08:00,"1,006.6",25,84,南,3.2,5,-
4439,高雄,2018/08/28,01:08:00,"1,007",24.9,86,南,2.8,47,-
4440,高雄,2018/08/28,00:08:00,"1,008",26.2,82,南南東,2.7,0,-
4441,高雄,2018/08/27,23:08:00,"1,006.6",26.8,82,南南東,6.9,2,-
4442,高雄,2018/08/27,22:08:00,"1,006.7",26.1,83,南南東,6.1,1,-
4443,高雄,2018/08/27,21:08:00,"1,006.7",25.9,82,南南東,3.8,7,-
4444,高雄,2018/08/27,20:08:00,"1,006.4",25.9,85,南南東,5.4,0,-
4445,高雄,2018/08/27,19:08:00,"1,005.4",26.2,83,南南東,2.2,2,0
4446,高雄,2018/08/27,18:08:00,"1,005.4",26.1,82,南,3.2,1,0
4447,高雄,2018/08/27,17:08:00,"1,005.1",26.6,81,南南西,4.3,2,0
4448,高雄,2018/08/27,16:08:00,"1,004.7",26.4,82,南,3.1,6,0
4449,高雄,2018/08/27,15:08:00,"1,005",26.7,81,南南東,2.2,0,0
4450,高雄,2018/08/27,14:08:00,"1,005",26.4,85,南,3.6,3,0
4451,高雄,2018/08/27,13:08:00,"1,005.3",26.7,83,南,4.1,1,0
4452,高雄,2018/08/27,12:08:00,"1,005.4",26.8,84,南,3.2,2,0
4453,高雄,2018/08/27,11:08:00,"1,005.5",26.3,84,南,3.5,6,0
4454,高雄,2018/08/27,10:08:00,"1,005.5",26.4,83,南南東,3.3,1,0
4455,高雄,2018/08/27,09:08:00,"1,005.1",25.7,83,南,4.5,6,0
4456,高雄,2018/08/27,08:08:00,"1,004.7",25.7,84,南南東,2.5,10,0
4457,高雄,2018/08/27,07:08:00,"1,004.2",26.4,84,南南東,4,3,0
4458,高雄,2018/08/27,06:08:00,"1,003.4",26.3,83,南,4.1,9,0
4459,高雄,2018/08/27,05:08:00,"1,002.1",25.3,85,南南東,4.3,10,-
4460,高雄,2018/08/27,04:08:00,"1,001.8",26.1,84,南南東,3.2,20,-
4461,高雄,2018/08/27,03:08:00,"1,001.6",25.6,84,南,3.7,20,-
4462,高雄,2018/08/27,02:08:00,"1,001.9",25.9,84,南,3.4,4,-
4463,高雄,2018/08/27,01:08:00,"1,002.4",26.1,82,南南東,1.9,4,-
4464,高雄,2018/08/27,00:08:00,"1,007.3",24.6,87,西南,4.4,59,-
4465,高雄,2018/08/26,23:08:00,"1,002.8",27.2,80,南南東,1.6,1,-
4466,高雄,2018/08/26,22:08:00,"1,002.8",27.6,81,南,2.9,0,-
4467,高雄,2018/08/26,21:08:00,"1,002.2",27.2,80,南,2.7,8,-
4468,高雄,2018/08/26,20:08:00,"1,001.4",27.4,81,南,1.8,0,-
4469,高雄,2018/08/26,19:08:00,"1,001",27.6,80,南南東,2.3,0,0
4470,高雄,2018/08/26,18:08:00,"1,000.6",27.9,79,南南東,3,0,0
4471,高雄,2018/08/26,17:08:00,"1,000.3",28.4,78,南南東,3.1,0,0
4472,高雄,2018/08/26,16:08:00,999.9,29.1,75,南南東,3.3,0,0.2
4473,高雄,2018/08/26,15:08:00,"1,000",29.5,79,南南東,2,0,0
4474,高雄,2018/08/26,14:08:00,"1,000.5",28.5,78,南南東,1.9,0,0
4475,高雄,2018/08/26,13:08:00,"1,000.7",28.8,79,南南東,2.5,0,0
4476,高雄,2018/08/26,12:08:00,"1,001",27.9,80,南南東,2.3,0,0
4477,高雄,2018/08/26,11:08:00,"1,001.4",28.4,82,南,2.1,0,0
4478,高雄,2018/08/26,10:08:00,"1,001.5",27.2,86,南南東,2,1,0
4479,高雄,2018/08/26,09:08:00,"1,001.5",26.5,84,南,2.4,2,0
4480,高雄,2018/08/26,08:08:00,"1,001.4",26.1,84,南,3.1,1,0
4481,高雄,2018/08/26,07:08:00,"1,000.7",26.1,85,南南東,1.5,4,0
4482,高雄,2018/08/26,06:08:00,"1,000.1",26,84,南,3.8,3,0
4483,高雄,2018/08/26,05:08:00,999.2,26.1,82,南南東,3.1,1,-
4484,高雄,2018/08/26,04:08:00,999.3,25.4,83,南南東,2.3,4,-
4485,高雄,2018/08/26,03:08:00,999.4,26.2,83,南,3.9,0,-
4486,高雄,2018/08/26,02:08:00,999.4,26.6,82,南南東,2.6,0,-
4487,高雄,2018/08/26,01:08:00,999.5,26.6,81,南南東,2.9,0,-
4488,高雄,2018/08/26,00:08:00,"1,002.5",26.5,82,東南東,0.6,4,-
4489,高雄,2018/08/25,23:08:00,"1,000.2",26.5,82,南南東,2.4,0,-
4490,高雄,2018/08/25,22:08:00,"1,000.4",26.8,83,南南東,2.2,0,-
4491,高雄,2018/08/25,21:08:00,999.9,26.9,83,南南東,1.4,0,-
4492,高雄,2018/08/25,20:08:00,999.5,26.4,82,東北,0.4,0,-
4493,高雄,2018/08/25,19:08:00,999.1,26.8,83,南南西,1.6,0,0
4494,高雄,2018/08/25,18:08:00,998.4,27.3,84,西南,1.1,0,0
4495,高雄,2018/08/25,17:08:00,998,27.8,83,南,2.6,0,0
4496,高雄,2018/08/25,16:08:00,998,28.2,81,南南東,2.5,0,0
4497,高雄,2018/08/25,15:08:00,997.6,29,80,南南東,1.8,0,0
4498,高雄,2018/08/25,14:08:00,997.8,28.7,81,南南東,1.6,0,0
4499,高雄,2018/08/25,13:08:00,998.8,27.9,83,南南東,1.6,1,0
4500,高雄,2018/08/25,12:08:00,999.2,27.3,82,南,1,1,0
4501,高雄,2018/08/25,11:08:00,999.5,27.8,81,南南東,1.7,0,0
4502,高雄,2018/08/25,10:08:00,999.8,27.7,82,南南東,1.5,0,0
4503,高雄,2018/08/25,09:08:00,"1,000.1",27.3,85,南,0.8,0,0
4504,高雄,2018/08/25,08:08:00,"1,000",26.7,85,南,1.5,0,0
4505,高雄,2018/08/25,07:08:00,999.6,26.5,87,西南,1.4,0,0
4506,高雄,2018/08/25,06:08:00,999.3,26.1,84,西南西,1.8,2,0
4507,高雄,2018/08/25,05:08:00,999.2,26.3,86,西南西,3.8,11,-
4508,高雄,2018/08/25,04:08:00,998.9,25.6,86,北北西,1.2,24,-
4509,高雄,2018/08/25,03:08:00,999.2,25.7,84,南南東,1.8,18,-
4510,高雄,2018/08/25,02:08:00,999.4,25.6,83,東南,1.6,0,-
4511,高雄,2018/08/25,01:08:00,999.3,25.5,84,東北東,1.9,0,-
4512,高雄,2018/08/25,00:08:00,"1,000",26.6,81,南南東,2.3,0,-
4513,高雄,2018/08/24,23:08:00,"1,000.9",25.3,85,東北,1.4,0,-
4514,高雄,2018/08/24,22:08:00,"1,001.1",25.3,85,東北,2.1,0,-
4515,高雄,2018/08/24,21:08:00,"1,000.7",25.3,85,東北東,1.8,0,-
4516,高雄,2018/08/24,20:08:00,"1,000.5",25.5,84,北北東,2.3,0,-
4517,高雄,2018/08/24,19:08:00,"1,000.3",26,83,東北東,1.7,0,0
4518,高雄,2018/08/24,18:08:00,"1,000",26.1,84,東,1.2,0,0
4519,高雄,2018/08/24,17:08:00,999.9,26.2,84,靜風,0,1,0
4520,高雄,2018/08/24,16:08:00,999.7,26,84,靜風,0,1,0
4521,高雄,2018/08/24,15:08:00,"1,000.1",26,86,靜風,0.2,1,0
4522,高雄,2018/08/24,14:08:00,"1,000.5",26,87,靜風,0,2,0
4523,高雄,2018/08/24,13:08:00,"1,000.8",25.7,87,北,1.1,6,0
4524,高雄,2018/08/24,12:08:00,"1,001.5",25.4,88,北北西,2.7,11,0
4525,高雄,2018/08/24,11:08:00,"1,001.5",25.5,87,北北西,2.9,8,0
4526,高雄,2018/08/24,10:08:00,"1,001.2",25.1,87,風向不定,1,8,0
4527,高雄,2018/08/24,09:08:00,"1,000.9",25.6,88,北,0.4,25,0
4528,高雄,2018/08/24,08:08:00,"1,001",24.9,86,北,2,20,0
4529,高雄,2018/08/24,07:08:00,"1,000.2",25.6,85,東,0.8,5,0
4530,高雄,2018/08/24,06:08:00,999.5,25.4,86,東,2,6,0
4531,高雄,2018/08/24,05:08:00,999.3,26.3,84,北,1.8,3,-
4532,高雄,2018/08/24,04:08:00,999.2,27.3,82,西,4.1,5,-
4533,高雄,2018/08/24,03:08:00,999.3,25.9,83,西北,5.5,21,-
4534,高雄,2018/08/24,02:08:00,998.9,27.9,83,西南西,4.9,21,-
4535,高雄,2018/08/24,01:08:00,999.3,27.8,82,西南西,3.4,13,-
4536,高雄,2018/08/24,00:08:00,999.9,25.3,85,東北東,1.4,0,-
4537,高雄,2018/08/23,23:08:00,"1,000.9",23.8,81,東南,0.9,7,-
4538,高雄,2018/08/23,22:08:00,"1,001.4",23.5,82,東,2.2,7,-
4539,高雄,2018/08/23,21:08:00,"1,001.1",23.2,82,東北東,2.1,6,-
4540,高雄,2018/08/23,20:08:00,"1,001.1",23.1,81,東,1.7,7,-
4541,高雄,2018/08/23,19:08:00,"1,000.7",24.6,72,西,2,5,0
4542,高雄,2018/08/23,18:08:00,"1,000.8",25.1,69,西,4.2,5,0
4543,高雄,2018/08/23,17:08:00,999.9,26.1,70,西,6.1,3,0
4544,高雄,2018/08/23,16:08:00,999.6,25.6,73,西北西,5.7,4,0
4545,高雄,2018/08/23,15:08:00,999.2,26.8,83,西,5.6,8,0
4546,高雄,2018/08/23,14:08:00,998.8,27,80,西南,4.9,5,0
4547,高雄,2018/08/23,13:08:00,998.5,27.1,81,西南,5.5,3,0
4548,高雄,2018/08/23,12:08:00,998.8,26.8,83,西南,8.4,16,0
4549,高雄,2018/08/23,11:08:00,998.7,26.4,86,南南西,8.7,108,0
4550,高雄,2018/08/23,10:08:00,998.3,25.6,84,西南,4.7,47,0
4551,高雄,2018/08/23,09:08:00,996.9,25.9,84,西北,5.7,8,0
4552,高雄,2018/08/23,08:08:00,995,26.6,86,北北西,3.1,0,0
4553,高雄,2018/08/23,07:08:00,993.6,26.5,88,北北西,3.2,0,0
4554,高雄,2018/08/23,06:08:00,993.3,25.9,86,北,4.8,1,0
4555,高雄,2018/08/23,05:08:00,993.9,25.6,84,北北東,3.9,10,-
4556,高雄,2018/08/23,04:08:00,994.3,25.7,84,北北東,1.5,7,-
4557,高雄,2018/08/23,03:08:00,994.9,25.7,83,東北,2.7,8,-
4558,高雄,2018/08/23,02:08:00,995.2,26.4,83,東,3.7,3,-
4559,高雄,2018/08/23,01:08:00,995.9,26.8,83,東,3.7,1,-
4560,高雄,2018/08/23,00:08:00,"1,000.2",24.6,83,南南東,1.3,11,-
4561,高雄,2018/08/22,23:08:00,997.2,28,79,東南,1.9,0,-
4562,高雄,2018/08/22,22:08:00,997.7,27.7,80,南南東,4.6,1,-
4563,高雄,2018/08/22,21:08:00,997.5,28.3,79,南南東,4.7,0,-
4564,高雄,2018/08/22,20:08:00,997.3,28.1,80,南南東,3.5,3,-
4565,高雄,2018/08/22,19:08:00,996.5,28.5,79,南南東,4,0,0
4566,高雄,2018/08/22,18:08:00,996.6,28.3,81,南南東,3.6,0,0
4567,高雄,2018/08/22,17:08:00,996.3,28.9,78,南南東,3.6,0,0.1
4568,高雄,2018/08/22,16:08:00,996.6,29.5,79,南南東,4.4,0,0.1
4569,高雄,2018/08/22,15:08:00,996.6,29.1,80,南南東,3.8,1,0.2
4570,高雄,2018/08/22,14:08:00,997.4,28,82,南南東,2.8,2,0
4571,高雄,2018/08/22,13:08:00,998.1,28,81,南南東,4.5,5,0
4572,高雄,2018/08/22,12:08:00,998.7,27.4,82,南,4.6,7,0.1
4573,高雄,2018/08/22,11:08:00,999.1,28.1,81,南南東,1.8,5,0.2
4574,高雄,2018/08/22,10:08:00,999.6,27.3,80,南南東,3.6,1,0.3
4575,高雄,2018/08/22,09:08:00,999.7,27.7,79,南南東,3.2,2,0
4576,高雄,2018/08/22,08:08:00,999.8,27.6,78,東南,1.4,0,0
4577,高雄,2018/08/22,07:08:00,999.3,27.3,81,南南東,2.7,5,0
4578,高雄,2018/08/22,06:08:00,998.6,28.4,79,南南東,4.3,0,0
4579,高雄,2018/08/22,05:08:00,998.4,28.6,78,南南東,4,0,-
4580,高雄,2018/08/22,04:08:00,998.5,27.8,77,南南東,2.8,1,-
4581,高雄,2018/08/22,03:08:00,998.6,28.5,78,南南東,3.9,0,-
4582,高雄,2018/08/22,02:08:00,998.9,28.1,80,南南東,4.1,0,-
4583,高雄,2018/08/22,01:08:00,999.5,27.9,79,南南東,2.7,1,-
4584,高雄,2018/08/22,00:08:00,996.3,26.9,81,東,3.8,2,-
4585,高雄,2018/08/21,23:08:00,"1,000.4",28.4,78,南南東,2.9,0,-
4586,高雄,2018/08/21,22:08:00,"1,000.6",28.4,78,南南東,2.7,0,-
4587,高雄,2018/08/21,21:08:00,"1,000.9",28.3,78,南南東,3.6,0,-
4588,高雄,2018/08/21,20:08:00,"1,000.7",27.6,78,南南東,3,1,-
4589,高雄,2018/08/21,19:08:00,"1,000",28.6,77,南南東,4.1,0,0
4590,高雄,2018/08/21,18:08:00,999.7,29.2,75,南南東,3.4,0,0.4
4591,高雄,2018/08/21,17:08:00,999.2,30,78,南南東,2.7,0,0.6
4592,高雄,2018/08/21,16:08:00,999,30,79,南,3.1,2,0.4
4593,高雄,2018/08/21,15:08:00,999.3,28.9,79,南,2.6,0,0.3
4594,高雄,2018/08/21,14:08:00,999.7,31.2,74,南,3.1,0,0.5
4595,高雄,2018/08/21,13:08:00,"1,000.4",31.2,73,南,3.1,0,0.9
4596,高雄,2018/08/21,12:08:00,"1,001",30.9,77,南,3,0,0.3
4597,高雄,2018/08/21,11:08:00,"1,001.3",30.8,73,南,2.6,0,0.9
4598,高雄,2018/08/21,10:08:00,"1,001.7",29.8,79,南,2.4,0,1
4599,高雄,2018/08/21,09:08:00,"1,001.8",28.8,80,南,0.7,0,0.2
4600,高雄,2018/08/21,08:08:00,"1,001.5",26.4,83,東,1.4,1,0
4601,高雄,2018/08/21,07:08:00,"1,001.2",26.4,82,東南東,0.3,1,0
4602,高雄,2018/08/21,06:08:00,"1,001",26.8,85,東,0.3,0,0
4603,高雄,2018/08/21,05:08:00,"1,000.9",26.7,84,東北東,1.3,0,-
4604,高雄,2018/08/21,04:08:00,"1,000.7",26.6,84,東北東,1.5,0,-
4605,高雄,2018/08/21,03:08:00,"1,000.8",26.7,84,東北東,1.4,0,-
4606,高雄,2018/08/21,02:08:00,"1,000.9",27,84,東,0.5,0,-
4607,高雄,2018/08/21,01:08:00,"1,002",27.8,80,靜風,0.1,0,-
4608,高雄,2018/08/21,00:08:00,"1,000.4",28.3,78,南南東,3.2,0,-
4609,高雄,2018/08/20,23:08:00,"1,002.9",27.5,81,南南西,1.6,8,-
4610,高雄,2018/08/20,22:08:00,"1,003",28.6,79,南,1.5,0,-
4611,高雄,2018/08/20,21:08:00,"1,002.8",27.9,81,靜風,0.1,0,-
4612,高雄,2018/08/20,20:08:00,"1,002.2",27.7,81,東,0.9,0,-
4613,高雄,2018/08/20,19:08:00,"1,002.2",28.2,80,靜風,0,1,0
4614,高雄,2018/08/20,18:08:00,"1,002.1",29.2,76,南,1,0,0.1
4615,高雄,2018/08/20,17:08:00,"1,001.7",29.6,73,西南西,2,0,0.2
4616,高雄,2018/08/20,16:08:00,"1,001.5",30.4,75,南南西,2.4,0,0.4
4617,高雄,2018/08/20,15:08:00,"1,002",30.5,75,南南西,3,0,1
4618,高雄,2018/08/20,14:08:00,"1,002.5",31.4,71,南,2.9,0,1
4619,高雄,2018/08/20,13:08:00,"1,003.1",30.9,76,南,3.5,0,1
4620,高雄,2018/08/20,12:08:00,"1,003.5",31.1,76,南南西,3.2,0,1
4621,高雄,2018/08/20,11:08:00,"1,004.1",30.9,76,南,3.3,0,1
4622,高雄,2018/08/20,10:08:00,"1,004.2",30.7,77,南,2.7,0,1
4623,高雄,2018/08/20,09:08:00,"1,004.3",29.4,82,南,2.3,0,0.8
4624,高雄,2018/08/20,08:08:00,"1,004.2",27.4,84,北北東,0.7,0,0
4625,高雄,2018/08/20,07:08:00,"1,004",26.5,87,東北,1.1,0,0
4626,高雄,2018/08/20,06:08:00,"1,003.8",26.1,86,東北東,0.9,0,0
4627,高雄,2018/08/20,05:08:00,"1,003.4",25.9,85,東北,0.6,0,-
4628,高雄,2018/08/20,04:08:00,"1,003.4",25.4,87,靜風,0,0,-
4629,高雄,2018/08/20,03:08:00,"1,003.4",25.9,85,北北東,0.8,0,-
4630,高雄,2018/08/20,02:08:00,"1,003.4",25.8,85,東,0.6,0,-
4631,高雄,2018/08/20,01:08:00,"1,003.8",26,85,東北東,1.1,0,-
4632,高雄,2018/08/20,00:08:00,"1,002.4",28,80,南南西,2.5,1,-
4633,高雄,2018/08/19,23:08:00,"1,004.9",26,84,東北,0.8,0,-
4634,高雄,2018/08/19,22:08:00,"1,005.1",26,84,東北,0.9,0,-
4635,高雄,2018/08/19,21:08:00,"1,005.3",25.8,83,靜風,0,6,-
4636,高雄,2018/08/19,20:08:00,"1,005.4",25.9,82,西南,2.8,9,-
4637,高雄,2018/08/19,19:08:00,"1,004.4",28.4,78,東南,0.5,0,0
4638,高雄,2018/08/19,18:08:00,"1,004",28.9,76,南南東,0.3,0,0
4639,高雄,2018/08/19,17:08:00,"1,003.4",29.3,75,南南東,0.6,0,0
4640,高雄,2018/08/19,16:08:00,"1,003.4",28.8,75,南,0.8,0,0
4641,高雄,2018/08/19,15:08:00,"1,003.4",28.6,79,南,1.9,0,0
4642,高雄,2018/08/19,14:08:00,"1,003.7",28,81,南,2.6,1,0
