序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
2556,臺中,2018/11/14,12:11:00,"1,005",27.9,54,西北,1.2,0,0.8
2557,臺中,2018/11/14,11:11:00,"1,006.1",26.6,57,西北,1.9,0,0.9
2558,臺中,2018/11/14,10:11:00,"1,006.5",26.4,58,西南西,0.3,0,0.8
2559,臺中,2018/11/14,09:11:00,"1,006.9",23.8,67,靜風,0.1,0,0.9
2560,臺中,2018/11/14,08:11:00,"1,006.9",21.6,75,北,0.7,0,0.8
2561,臺中,2018/11/14,07:11:00,"1,006",20,78,西北,0.8,0,0
2562,臺中,2018/11/14,06:11:00,"1,005.3",19.8,80,西北西,0.6,0,0
2563,臺中,2018/11/14,05:11:00,"1,004.5",19.9,80,西北西,0.5,0,-
2564,臺中,2018/11/14,04:11:00,"1,004.5",19.8,81,靜風,0.1,0,-
2565,臺中,2018/11/14,03:11:00,"1,004.3",20.2,79,北,0.9,0,-
2566,臺中,2018/11/14,02:11:00,"1,004.4",19.9,81,靜風,0.1,0,-
2567,臺中,2018/11/14,01:11:00,"1,004.4",20.9,77,西北西,1.1,0,-
2568,臺中,2018/11/14,00:11:00,"1,006.8",20.5,77,西北,0.3,0,-
2569,臺中,2018/11/13,23:11:00,"1,004.4",21.1,77,西北,1,0,-
2570,臺中,2018/11/13,22:11:00,"1,004.2",21.5,76,北,1.3,0,-
2571,臺中,2018/11/13,21:11:00,"1,003.9",21.1,75,北,1.6,0,-
2572,臺中,2018/11/13,20:11:00,"1,003.4",21.6,74,北北西,1.8,0,-
2573,臺中,2018/11/13,19:11:00,"1,002.9",22.4,72,北北西,1.1,0,0
2574,臺中,2018/11/13,18:11:00,"1,002.3",23.3,69,北北西,1.9,0,0
2575,臺中,2018/11/13,17:11:00,"1,001.6",24.7,63,北北西,2.2,0,0.7
2576,臺中,2018/11/13,16:11:00,"1,000.9",26.4,57,西北,1.7,0,0.9
2577,臺中,2018/11/13,15:11:00,"1,000.7",27.8,53,北,2.7,0,0.9
2578,臺中,2018/11/13,14:11:00,"1,001",28.1,54,西北,2.2,0,1
2579,臺中,2018/11/13,13:11:00,"1,001.4",28.7,53,西北,2.6,0,0.9
2580,臺中,2018/11/13,12:11:00,"1,002.6",28.5,54,北北西,2.7,0,0.9
2581,臺中,2018/11/13,11:11:00,"1,003.6",27.7,55,北北西,2.5,0,1
2582,臺中,2018/11/13,10:11:00,"1,004.2",27.9,55,北北西,1.6,0,0.8
2583,臺中,2018/11/13,09:11:00,"1,004.5",24.6,66,北,2.2,0,0.7
2584,臺中,2018/11/13,08:11:00,"1,004.5",22.7,74,北,1.8,0,0.8
2585,臺中,2018/11/13,07:11:00,"1,004.4",21.3,76,北北東,0.7,0,0
2586,臺中,2018/11/13,06:11:00,"1,004.1",21.2,77,北,1.9,0,0
2587,臺中,2018/11/13,05:11:00,"1,003.8",20.8,80,北北東,0.8,0,-
2588,臺中,2018/11/13,04:11:00,"1,003.5",21.4,80,北,1.6,0,-
2589,臺中,2018/11/13,03:11:00,"1,003.6",21.5,82,北北西,0.7,0,-
2590,臺中,2018/11/13,02:11:00,"1,003.7",21.9,82,北,1.2,0,-
2591,臺中,2018/11/13,01:11:00,"1,003.8",22.4,81,北,1,0,-
2592,臺中,2018/11/13,00:11:00,"1,004.4",20.8,80,南,0.3,0,-
2593,臺中,2018/11/12,23:11:00,"1,004.2",22.7,82,靜風,0.2,0,-
2594,臺中,2018/11/12,22:11:00,"1,004",23.1,80,北,1.3,0,-
2595,臺中,2018/11/12,21:11:00,"1,003.9",22.9,81,北北東,0.3,0,-
2596,臺中,2018/11/12,20:11:00,"1,003.7",23.7,78,北,1.5,0,-
2597,臺中,2018/11/12,19:11:00,"1,003.3",24.3,75,北,1.4,0,0
2598,臺中,2018/11/12,18:11:00,"1,002.9",24.5,73,北,1.8,0,0
2599,臺中,2018/11/12,17:11:00,"1,002.3",25.5,66,北北西,1.2,0,0.3
2600,臺中,2018/11/12,16:11:00,"1,002.1",26.3,65,北,2.5,0,0.6
2601,臺中,2018/11/12,15:11:00,"1,002",26.9,64,西北,1.8,0,0.8
2602,臺中,2018/11/12,14:11:00,"1,002.2",26.4,68,北,2,0,0.1
2603,臺中,2018/11/12,13:11:00,"1,002.7",26,73,北,2.7,0,0
2604,臺中,2018/11/12,12:11:00,"1,002.9",26,70,北北西,2.4,0,0
2605,臺中,2018/11/12,11:11:00,"1,003",26.9,66,西北西,0.9,0,0
2606,臺中,2018/11/12,10:11:00,"1,004.6",25.5,72,東南,1,0,0.1
2607,臺中,2018/11/12,09:11:00,"1,006.1",24.7,78,北,0.9,0,0
2608,臺中,2018/11/12,08:11:00,"1,006.9",23.4,82,靜風,0.1,0,0
2609,臺中,2018/11/12,07:11:00,"1,006.4",22.6,85,靜風,0.1,0,0
2610,臺中,2018/11/12,06:11:00,"1,006",22.3,86,靜風,0,0,0
2611,臺中,2018/11/12,05:11:00,"1,005.5",22.4,85,東南東,0.4,0,-
2612,臺中,2018/11/12,04:11:00,"1,005.5",22.4,86,靜風,0,0,-
2613,臺中,2018/11/12,03:11:00,"1,004.9",22.1,87,靜風,0.1,0,-
2614,臺中,2018/11/12,02:11:00,"1,004.8",22,87,東南,0.4,0,-
2615,臺中,2018/11/12,01:11:00,"1,005.2",21.8,88,靜風,0,0,-
2616,臺中,2018/11/12,00:11:00,"1,003.9",22.1,82,靜風,0.2,0,-
2617,臺中,2018/11/11,23:11:00,"1,005.8",22.2,86,靜風,0,0,-
2618,臺中,2018/11/11,22:11:00,"1,006.2",22.4,86,靜風,0.2,0,-
2619,臺中,2018/11/11,21:11:00,"1,006",22.3,86,靜風,0,0,-
2620,臺中,2018/11/11,20:11:00,"1,006.1",23.4,82,西北西,0.8,0,-
2621,臺中,2018/11/11,19:11:00,"1,005.5",23.6,81,北,2.2,0,0
2622,臺中,2018/11/11,18:11:00,"1,004.3",24.4,78,北北西,1.3,0,0
2623,臺中,2018/11/11,17:11:00,"1,004.6",24.8,76,北北西,1.3,0,0.3
2624,臺中,2018/11/11,16:11:00,"1,004.7",25.4,74,北北西,2.6,0,0.9
2625,臺中,2018/11/11,15:11:00,"1,005",26.5,70,北,1.6,0,0.6
2626,臺中,2018/11/11,14:11:00,"1,005.2",27.3,68,西北,1.9,0,0.9
2627,臺中,2018/11/11,13:11:00,"1,006.1",27.3,69,北,2.2,0,0.6
2628,臺中,2018/11/11,12:11:00,"1,007",27.1,69,西北,2.2,0,0.6
2629,臺中,2018/11/11,11:11:00,"1,007.8",26.5,68,西南西,1.9,0,0.3
2630,臺中,2018/11/11,10:11:00,"1,008.6",26.5,70,風向不定,0.5,0,0.5
2631,臺中,2018/11/11,09:11:00,"1,008.7",25.2,75,南,0.7,0,1
2632,臺中,2018/11/11,08:11:00,"1,008.5",23.7,79,東南,0.3,0,0.1
2633,臺中,2018/11/11,07:11:00,"1,008.1",22.4,83,靜風,0.2,0,0
2634,臺中,2018/11/11,06:11:00,"1,007.7",22,84,靜風,0,0,0
2635,臺中,2018/11/11,05:11:00,"1,007.3",22.5,87,靜風,0.2,0,-
2636,臺中,2018/11/11,04:11:00,"1,007.2",23.4,84,西南,0.6,0,-
2637,臺中,2018/11/11,03:11:00,"1,007",23.8,83,靜風,0,0,-
2638,臺中,2018/11/11,02:11:00,"1,006.8",24,82,靜風,0.1,0,-
2639,臺中,2018/11/11,01:11:00,"1,007.2",24,82,靜風,0,0,-
2640,臺中,2018/11/11,00:11:00,"1,005.3",22.1,87,靜風,0,0,-
2641,臺中,2018/11/10,23:11:00,"1,007.7",24,82,東南東,0.5,0,-
2642,臺中,2018/11/10,22:11:00,"1,008",24.2,82,東,0.4,0,-
2643,臺中,2018/11/10,21:11:00,"1,008",23.9,82,南,0.8,0,-
2644,臺中,2018/11/10,20:11:00,"1,007.8",24.2,81,東南東,0.8,0,-
2645,臺中,2018/11/10,19:11:00,"1,007.7",24.6,78,西北西,0.3,0,0
2646,臺中,2018/11/10,18:11:00,"1,006.6",25.1,76,北,1.7,0,0
2647,臺中,2018/11/10,17:11:00,"1,006",26.8,68,西南,1.2,0,0
2648,臺中,2018/11/10,16:11:00,"1,005.4",27.2,66,南,1.7,0,0
2649,臺中,2018/11/10,15:11:00,"1,005.5",27.7,64,南,2.4,0,0
2650,臺中,2018/11/10,14:11:00,"1,006.1",27.6,65,南,2.1,0,0.2
2651,臺中,2018/11/10,13:11:00,"1,006.6",27.7,67,南,2.1,0,0.5
2652,臺中,2018/11/10,12:11:00,"1,007.4",26.6,71,西南西,1.9,0,0.2
2653,臺中,2018/11/10,11:11:00,"1,008",25.6,73,南,0.9,0,0
2654,臺中,2018/11/10,10:11:00,"1,008.8",25.2,72,靜風,0.2,0,0
2655,臺中,2018/11/10,09:11:00,"1,009.2",24.3,77,西南西,0.7,0,0
2656,臺中,2018/11/10,08:11:00,"1,008.6",23.1,82,東北東,0.4,0,0
2657,臺中,2018/11/10,07:11:00,"1,008.4",22.6,84,靜風,0.2,0,0
2658,臺中,2018/11/10,06:11:00,"1,007.6",21.7,86,南南西,0.6,0,0
2659,臺中,2018/11/10,05:11:00,"1,007",22.3,83,靜風,0.1,0,-
2660,臺中,2018/11/10,04:11:00,"1,006.8",22.3,82,西北,0.5,0,-
2661,臺中,2018/11/10,03:11:00,"1,006.5",21.8,84,靜風,0.1,0,-
2662,臺中,2018/11/10,02:11:00,"1,006.9",21.7,84,西北西,0.3,0,-
2663,臺中,2018/11/10,01:11:00,"1,007.4",22,83,西北西,0.6,0,-
2664,臺中,2018/11/10,00:11:00,"1,007.4",24,82,靜風,0,0,-
2665,臺中,2018/11/09,23:11:00,"1,007.2",22.3,81,北北西,1,0,-
2666,臺中,2018/11/09,22:11:00,"1,007.2",22.3,81,北北西,1,0,-
2667,臺中,2018/11/09,21:11:00,"1,007",23.1,78,北北西,1.8,0,-
2668,臺中,2018/11/09,20:11:00,"1,006.8",23.6,77,北北西,0.9,0,-
2669,臺中,2018/11/09,19:11:00,"1,006.5",24,76,西北,1.1,0,0
2670,臺中,2018/11/09,18:11:00,"1,005.9",25,73,北北西,1.8,0,0
2671,臺中,2018/11/09,17:11:00,"1,005.9",26.8,68,西北,1.3,0,0.8
2672,臺中,2018/11/09,16:11:00,"1,005.6",28.1,63,北北西,1.7,0,1
2673,臺中,2018/11/09,15:11:00,"1,004.8",29.3,60,北北西,2.1,0,1
2674,臺中,2018/11/09,14:11:00,"1,005",29.8,60,西北,2.4,0,0.8
2675,臺中,2018/11/09,13:11:00,"1,005.4",30.5,56,西,1,0,0.9
2676,臺中,2018/11/09,12:11:00,"1,006.5",30.1,57,西南,1.2,0,1
2677,臺中,2018/11/09,11:11:00,"1,007.3",28.5,61,南,1.3,0,1
2678,臺中,2018/11/09,10:11:00,"1,008",27.9,63,西南,1.2,0,1
2679,臺中,2018/11/09,09:11:00,"1,008.2",25.9,68,靜風,0.2,0,1
2680,臺中,2018/11/09,08:11:00,"1,007.8",24.1,75,靜風,0.2,0,0.7
2681,臺中,2018/11/09,07:11:00,"1,007.1",21.9,82,靜風,0.1,0,0
2682,臺中,2018/11/09,06:11:00,"1,006.9",21.5,82,東南,0.6,0,0
2683,臺中,2018/11/09,05:11:00,"1,006.3",21.8,83,靜風,0,0,-
2684,臺中,2018/11/09,04:11:00,"1,005.7",22.6,79,西北,0.5,0,-
2685,臺中,2018/11/09,03:11:00,"1,005.6",22.6,78,北北西,0.3,0,-
2686,臺中,2018/11/09,02:11:00,"1,005.9",23.3,78,北,1.9,0,-
2687,臺中,2018/11/09,01:11:00,"1,006.2",23.7,73,北北西,1,0,-
2688,臺中,2018/11/09,00:11:00,"1,007.2",22.1,82,北北西,0.7,0,-
2689,臺中,2018/11/08,23:11:00,"1,006.3",23.6,81,靜風,0,0,-
2690,臺中,2018/11/08,22:11:00,"1,006.3",24,75,靜風,0,0,-
2691,臺中,2018/11/08,21:11:00,"1,006.3",24.4,76,靜風,0.1,0,-
2692,臺中,2018/11/08,20:11:00,"1,005.9",24.6,77,南南東,0.5,0,-
2693,臺中,2018/11/08,19:11:00,"1,005.4",25.5,74,靜風,0.1,0,0
2694,臺中,2018/11/08,18:11:00,"1,005.2",27.2,66,西北,1,0,0
2695,臺中,2018/11/08,17:11:00,"1,005",27.8,59,西北,1.4,0,0.9
2696,臺中,2018/11/08,16:11:00,"1,004.9",28.5,58,北,2.3,0,1
2697,臺中,2018/11/08,15:11:00,"1,004.8",29.8,60,西北,2.1,0,0.9
2698,臺中,2018/11/08,14:11:00,"1,004.8",31.1,52,西南西,1.6,0,1
2699,臺中,2018/11/08,13:11:00,"1,005.4",30.3,52,南,1.2,0,1
2700,臺中,2018/11/08,12:11:00,"1,006.4",29.6,56,東南東,0.8,0,1
2701,臺中,2018/11/08,11:11:00,"1,007.3",28.7,66,南,1.5,0,1
2702,臺中,2018/11/08,10:11:00,"1,007.7",27.2,69,南南西,1.1,0,0.9
2703,臺中,2018/11/08,09:11:00,"1,007.7",25.6,75,南,1.5,0,1
2704,臺中,2018/11/08,08:11:00,"1,007.4",24.1,82,東北東,0.3,0,0.7
2705,臺中,2018/11/08,07:11:00,"1,007.2",23.1,87,東南,0.6,0,0
2706,臺中,2018/11/08,06:11:00,"1,006.8",22.8,87,靜風,0.1,0,0
2707,臺中,2018/11/08,05:11:00,"1,006.6",22.9,87,東南東,0.5,0,-
2708,臺中,2018/11/08,04:11:00,"1,006.5",22.8,87,南,1.2,0,-
2709,臺中,2018/11/08,03:11:00,"1,006.5",23.1,87,西南,1.3,0,-
2710,臺中,2018/11/08,02:11:00,"1,006.7",23.7,86,南南東,1.4,0,-
2711,臺中,2018/11/08,01:11:00,"1,006.8",24.1,86,南,0.4,0,-
2712,臺中,2018/11/08,00:11:00,"1,006.2",23.7,78,風向不定,0.3,0,-
2713,臺中,2018/11/07,23:11:00,"1,006.8",24.4,85,靜風,0,0,-
2714,臺中,2018/11/07,22:11:00,"1,006.7",24.1,88,西南西,0.5,0,-
2715,臺中,2018/11/07,21:11:00,"1,006.7",24.1,87,西北,0.9,0,-
2716,臺中,2018/11/07,20:11:00,"1,006.3",24.1,87,西北,1.1,0,-
2717,臺中,2018/11/07,19:11:00,"1,005.8",24.3,85,北北西,0.9,0,0
2718,臺中,2018/11/07,18:11:00,"1,005.5",25.6,78,北,1.3,0,0
2719,臺中,2018/11/07,17:11:00,"1,005.5",26.3,74,西北,1,0,0.8
2720,臺中,2018/11/07,16:11:00,"1,005.3",27.4,69,西北,2,0,1
2721,臺中,2018/11/07,15:11:00,"1,005.3",29.5,61,北北西,1.5,0,1
2722,臺中,2018/11/07,14:11:00,"1,005.6",29.6,62,西,1.5,0,1
2723,臺中,2018/11/07,13:11:00,"1,006.3",29.3,65,北北西,0.8,0,0.9
2724,臺中,2018/11/07,12:11:00,"1,007.2",28.7,68,西,1.6,0,0.8
2725,臺中,2018/11/07,11:11:00,"1,007.9",27.9,72,西南,0.5,0,0.9
2726,臺中,2018/11/07,10:11:00,"1,008.7",27.1,75,北,0.7,0,0.6
2727,臺中,2018/11/07,09:11:00,"1,009.2",25.7,81,北北東,1,0,0.1
2728,臺中,2018/11/07,08:11:00,"1,008.9",23.9,86,北北西,1.6,0,0.6
2729,臺中,2018/11/07,07:11:00,"1,008.2",22.3,88,靜風,0.2,0,0
2730,臺中,2018/11/07,06:11:00,"1,007.4",21.7,90,靜風,0,0,0
2731,臺中,2018/11/07,05:11:00,"1,006.8",22.1,90,靜風,0.1,0,-
2732,臺中,2018/11/07,04:11:00,"1,006.8",22.3,89,靜風,0.1,0,-
2733,臺中,2018/11/07,03:11:00,"1,007.2",22.7,88,靜風,0.2,0,-
2734,臺中,2018/11/07,02:11:00,"1,007.7",22.8,87,靜風,0.1,0,-
2735,臺中,2018/11/07,01:11:00,"1,007.9",23,88,東南,0.5,0,-
2736,臺中,2018/11/07,00:11:00,"1,006.7",24.4,86,南南東,1.4,0,-
2737,臺中,2018/11/06,23:11:00,"1,007.4",23.5,86,靜風,0,0,-
2738,臺中,2018/11/06,22:11:00,"1,007.4",24,84,東南東,0.7,0,-
2739,臺中,2018/11/06,21:11:00,"1,007.3",24.2,84,東南,0.6,0,-
2740,臺中,2018/11/06,20:11:00,"1,007.2",24.7,83,靜風,0.1,0,-
2741,臺中,2018/11/06,19:11:00,"1,006.8",25.4,80,北北西,0.3,0,0
2742,臺中,2018/11/06,18:11:00,"1,006.2",25.6,76,北,0.7,0,0
2743,臺中,2018/11/06,17:11:00,"1,006",26.3,73,北北西,2.2,0,0
2744,臺中,2018/11/06,16:11:00,"1,005.4",28.2,66,北北西,2.2,0,0.2
2745,臺中,2018/11/06,15:11:00,"1,005.3",28.3,68,北北西,2.5,0,0
2746,臺中,2018/11/06,14:11:00,"1,005.5",29,66,北,1.6,0,0.7
2747,臺中,2018/11/06,13:11:00,"1,005.9",30.5,64,西南西,1.6,0,0.6
2748,臺中,2018/11/06,12:11:00,"1,006.7",30.3,62,西南西,2,0,1
2749,臺中,2018/11/06,11:11:00,"1,007.4",28.8,66,南,1.1,0,1
2750,臺中,2018/11/06,10:11:00,"1,008",27.8,70,南南西,0.9,0,1
2751,臺中,2018/11/06,09:11:00,"1,008.3",26,76,南,0.8,0,1
2752,臺中,2018/11/06,08:11:00,"1,008.1",24.6,76,靜風,0.1,0,0
2753,臺中,2018/11/06,07:11:00,"1,007.8",23,78,靜風,0,0,0
2754,臺中,2018/11/06,06:11:00,"1,007.2",22.5,83,靜風,0,0,0
2755,臺中,2018/11/06,05:11:00,"1,006.4",22,84,靜風,0,0,-
2756,臺中,2018/11/06,04:11:00,"1,006",22,83,靜風,0.2,0,-
2757,臺中,2018/11/06,03:11:00,"1,005.9",22.2,85,靜風,0,0,-
2758,臺中,2018/11/06,02:11:00,"1,006",22.8,85,靜風,0.1,0,-
2759,臺中,2018/11/06,01:11:00,"1,006.2",23.1,85,南南西,1.1,0,-
2760,臺中,2018/11/06,00:11:00,"1,007.7",23.4,87,靜風,0.1,0,-
2761,臺中,2018/11/05,23:11:00,"1,006.5",23.5,79,東,0.5,0,-
2762,臺中,2018/11/05,22:11:00,"1,006.6",24.1,83,靜風,0.2,0,-
2763,臺中,2018/11/05,21:11:00,"1,006.3",23.6,85,靜風,0,0,-
2764,臺中,2018/11/05,20:11:00,"1,005.9",24.5,81,北北西,0.6,0,-
2765,臺中,2018/11/05,19:11:00,"1,005.3",25.7,77,西北,1.5,0,0
2766,臺中,2018/11/05,18:11:00,"1,004.8",26.7,74,西北,0.8,0,0
2767,臺中,2018/11/05,17:11:00,"1,004.5",27.2,72,西北,1.5,0,0.8
2768,臺中,2018/11/05,16:11:00,"1,004.2",28.6,63,西北,1.1,0,1
2769,臺中,2018/11/05,15:11:00,"1,004.3",29.2,63,北,1.4,0,1
2770,臺中,2018/11/05,14:11:00,"1,004.4",29.6,62,西北,1.3,0,1
2771,臺中,2018/11/05,13:11:00,"1,004.9",28.7,66,西北,1.4,0,0.5
2772,臺中,2018/11/05,12:11:00,"1,005.8",29.4,61,西北西,1.6,0,0.8
2773,臺中,2018/11/05,11:11:00,"1,006.6",29.5,62,南南西,1.5,0,1
2774,臺中,2018/11/05,10:11:00,"1,007.4",28.6,64,西,0.9,0,1
2775,臺中,2018/11/05,09:11:00,"1,007.6",26.2,73,靜風,0.2,0,1
2776,臺中,2018/11/05,08:11:00,"1,007.3",24.2,82,靜風,0.1,0,0.4
2777,臺中,2018/11/05,07:11:00,"1,007",22.3,87,靜風,0,0,0
2778,臺中,2018/11/05,06:11:00,"1,006.3",21.9,89,靜風,0.1,0,0
2779,臺中,2018/11/05,05:11:00,"1,005.8",22,87,靜風,0,0,-
2780,臺中,2018/11/05,04:11:00,"1,005.4",22.1,88,靜風,0,0,-
2781,臺中,2018/11/05,03:11:00,"1,005.6",22.4,87,靜風,0.1,0,-
2782,臺中,2018/11/05,02:11:00,"1,005.9",23.1,83,靜風,0,0,-
2783,臺中,2018/11/05,01:11:00,"1,006.3",23.2,83,靜風,0,0,-
2784,臺中,2018/11/05,00:11:00,"1,006.3",23,82,南,0.3,0,-
2785,臺中,2018/11/04,23:11:00,"1,006.8",23.7,80,西北,0.7,0,-
2786,臺中,2018/11/04,22:11:00,"1,006.5",23.6,82,靜風,0,0,-
2787,臺中,2018/11/04,21:11:00,"1,006.2",23.9,80,靜風,0.2,0,-
2788,臺中,2018/11/04,20:11:00,"1,005.7",24.4,78,北北西,1.1,0,-
2789,臺中,2018/11/04,19:11:00,"1,005",24.7,77,北北西,1.8,0,0
2790,臺中,2018/11/04,18:11:00,"1,004.2",25.4,75,北北西,1.6,0,0
2791,臺中,2018/11/04,17:11:00,"1,003.8",27,69,北北西,2.2,0,1
2792,臺中,2018/11/04,16:11:00,"1,003.3",28.3,65,北北西,2,0,1
2793,臺中,2018/11/04,15:11:00,"1,003.3",29.2,64,北北西,2.1,0,1
2794,臺中,2018/11/04,14:11:00,"1,003.6",29.7,63,西北,2.4,0,0.9
2795,臺中,2018/11/04,13:11:00,"1,004.3",29.4,61,北,2.1,0,0.9
2796,臺中,2018/11/04,12:11:00,"1,005.3",29.8,61,西北,1.9,0,1
2797,臺中,2018/11/04,11:11:00,"1,006.3",29.7,62,西,1,0,1
2798,臺中,2018/11/04,10:11:00,"1,007",28.1,65,東,0.3,0,1
2799,臺中,2018/11/04,09:11:00,"1,007.4",26.5,73,靜風,0.2,0,1
2800,臺中,2018/11/04,08:11:00,"1,006.9",24.1,82,靜風,0,0,0.9
2801,臺中,2018/11/04,07:11:00,"1,006.5",22.1,90,東南,0.4,0,0
2802,臺中,2018/11/04,06:11:00,"1,005.8",21.3,92,靜風,0.2,0,0
2803,臺中,2018/11/04,05:11:00,"1,005.3",21.6,91,靜風,0,0,-
2804,臺中,2018/11/04,04:11:00,"1,005.1",21.9,87,靜風,0,0,-
2805,臺中,2018/11/04,03:11:00,"1,005.2",22,88,靜風,0.1,0,-
2806,臺中,2018/11/04,02:11:00,"1,005.6",22.5,86,靜風,0.1,0,-
2807,臺中,2018/11/04,01:11:00,"1,006",23.1,84,北,0.9,0,-
2808,臺中,2018/11/04,00:11:00,"1,006.4",23.3,82,西北西,0.4,0,-
2809,臺中,2018/11/03,23:11:00,"1,006.5",23.6,84,北北西,1.1,0,-
2810,臺中,2018/11/03,22:11:00,"1,006.6",23.4,85,北北西,1.5,0,-
2811,臺中,2018/11/03,21:11:00,"1,006.4",23.9,83,西北,0.5,0,-
2812,臺中,2018/11/03,20:11:00,"1,006.3",23.8,84,北北西,1.8,0,-
2813,臺中,2018/11/03,19:11:00,"1,005.8",23.7,84,北北西,2.9,0,0
2814,臺中,2018/11/03,18:11:00,"1,005.3",23.9,83,北北西,3.4,0,0
2815,臺中,2018/11/03,17:11:00,"1,004.8",25.4,78,北北西,2.5,0,0.4
2816,臺中,2018/11/03,16:11:00,"1,004.2",28,67,北,2.4,0,0.6
2817,臺中,2018/11/03,15:11:00,"1,003.8",28.9,64,西北,2,0,0.8
2818,臺中,2018/11/03,14:11:00,"1,003.9",30.6,58,西北,2.1,0,1
2819,臺中,2018/11/03,13:11:00,"1,004.4",30.4,59,北,2.4,0,0.8
2820,臺中,2018/11/03,12:11:00,"1,005.3",28.9,62,西北,1.6,0,0.4
2821,臺中,2018/11/03,11:11:00,"1,005.9",29,65,西北,1.9,0,0.9
2822,臺中,2018/11/03,10:11:00,"1,006.7",27.9,68,西北西,1.3,0,0.8
2823,臺中,2018/11/03,09:11:00,"1,006.7",25.8,76,西北,1,0,0.9
2824,臺中,2018/11/03,08:11:00,"1,006.5",24.2,84,北,1.6,0,0.8
2825,臺中,2018/11/03,07:11:00,"1,006.1",22.8,88,靜風,0,0,0
2826,臺中,2018/11/03,06:11:00,"1,005.4",22.1,91,靜風,0,0,0
2827,臺中,2018/11/03,05:11:00,"1,004.9",21.9,91,靜風,0,0,-
2828,臺中,2018/11/03,04:11:00,"1,004.6",21.8,91,靜風,0,0,-
2829,臺中,2018/11/03,03:11:00,"1,004.5",22,90,靜風,0,0,-
2830,臺中,2018/11/03,02:11:00,"1,004.9",22,90,靜風,0,0,-
2831,臺中,2018/11/03,01:11:00,"1,005",21.8,90,靜風,0.1,0,-
2832,臺中,2018/11/03,00:11:00,"1,006.2",23.4,84,西北,0.4,0,-
2833,臺中,2018/11/02,23:11:00,"1,005.7",22.8,86,靜風,0.2,0,-
2834,臺中,2018/11/02,22:11:00,"1,005.2",22.8,85,西北西,0.6,0,-
2835,臺中,2018/11/02,21:11:00,"1,005.3",22.9,85,西北,0.6,0,-
2836,臺中,2018/11/02,20:11:00,"1,005.4",22.9,84,北北西,0.5,0,-
2837,臺中,2018/11/02,19:11:00,"1,005",22.7,85,北北西,1.7,0,0
2838,臺中,2018/11/02,18:11:00,"1,004.7",23,83,西北西,1,0,0
2839,臺中,2018/11/02,17:11:00,"1,003.7",23.4,82,西北,1.5,0,0
2840,臺中,2018/11/02,16:11:00,"1,003.5",23.8,82,北北西,2.5,0,0
2841,臺中,2018/11/02,15:11:00,"1,002.8",25.2,75,北北西,1.8,0,0
2842,臺中,2018/11/02,14:11:00,"1,002.6",26.2,72,北北西,1.5,0,0
2843,臺中,2018/11/02,13:11:00,"1,002.9",26.7,64,北北西,1.7,0,0
2844,臺中,2018/11/02,12:11:00,"1,003.2",26,64,西北,1.3,0,0.3
2845,臺中,2018/11/02,11:11:00,"1,004.1",25.8,68,南南西,1.3,0,0.3
2846,臺中,2018/11/02,10:11:00,"1,004.8",24.1,73,西南西,0.9,0,0.2
2847,臺中,2018/11/02,09:11:00,"1,005",23.6,77,南,0.9,0,0.3
2848,臺中,2018/11/02,08:11:00,"1,003.5",21.5,80,東南東,1.3,0,0
2849,臺中,2018/11/02,07:11:00,"1,002.2",20.6,82,南南東,1,0,0
2850,臺中,2018/11/02,06:11:00,"1,001.4",21.1,80,北北西,0.3,0,0
2851,臺中,2018/11/02,05:11:00,"1,001.1",21.3,76,靜風,0,0,-
2852,臺中,2018/11/02,04:11:00,"1,000.5",21.3,75,北,1.2,0,-
2853,臺中,2018/11/02,03:11:00,"1,001",20.9,76,北北西,1.1,0,-
2854,臺中,2018/11/02,02:11:00,"1,002.3",20.8,76,西北,1.6,0,-
2855,臺中,2018/11/02,01:11:00,"1,002.8",20.5,78,靜風,0.1,0,-
2856,臺中,2018/11/02,00:11:00,"1,005.4",22.5,87,南,0.3,0,-
2857,臺中,2018/11/01,23:11:00,"1,003.4",21.3,72,北北西,0.6,0,-
2858,臺中,2018/11/01,22:11:00,"1,002.8",21.3,72,北,1.8,0,-
2859,臺中,2018/11/01,21:11:00,"1,003",21,73,北,1.5,0,-
2860,臺中,2018/11/01,20:11:00,"1,003.1",21.2,72,北,2.2,0,-
2861,臺中,2018/11/01,19:11:00,"1,003.1",21.1,72,北,2.7,0,0
2862,臺中,2018/11/01,18:11:00,"1,003.2",21.3,73,北,2.2,0,0
2863,臺中,2018/11/01,17:11:00,"1,002.6",21.5,73,北,2.3,0,0
2864,臺中,2018/11/01,16:11:00,"1,002.1",22.2,71,北,2.7,0,0
2865,臺中,2018/11/01,15:11:00,"1,002",23.1,68,北,1.7,0,0
2866,臺中,2018/11/01,14:11:00,"1,002.1",23,69,北,2.7,0,0
2867,臺中,2018/11/01,13:11:00,"1,002.2",22.7,69,北,2.2,0,0
2868,臺中,2018/11/01,12:11:00,"1,002.3",22.7,70,北,4.1,0,0.3
2869,臺中,2018/11/01,11:11:00,"1,002.4",22.5,73,北,2.2,0,0
2870,臺中,2018/11/01,10:11:00,"1,003",21.3,78,北,3.3,0,0
2871,臺中,2018/11/01,09:11:00,"1,004.2",21.3,81,北,1.5,0,0
